name,desc,rating,made-it,reviews,photos,time,servings,cals,id
Wendy's Baked Caramel Corn,"""This is a quick, easy snack that everyone will enjoy! If you want it in small pieces you need to spread it out or you can let it dry in bigger clumps.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT1H', 'PT1H15M']",10,635,115
Coconut Custard Pie V,"""This recipe makes two glorious pies of exquisite coconut custard with lightly sweetened clouds of meringue floating over.""","{'value': '4.00', 'count': '1'}",1,1,0,"['PT30M', 'PT30M', 'PT1H']",16,317,116
Sunshine Cake,"""This family-favorite recipe delivers a simple tea-time cake with the bright, sunshine-y flavors of lemon and vanilla.""","{'value': '3.82', 'count': '9'}",26,9,2,[],14,115,117
Short Cut Strawberry Short Cakes,"""I love to cook but hate things that take too long, especially desserts. So I came up with this great dessert idea. Fresh strawberries and a buttery pound cake really make this pop.""","{'value': '4.42', 'count': '26'}",92,26,2,"['PT10M', 'PT25M']",5,387,118
Colby Cheesecake,"""Delightful with fruit.""","{'value': '4.50', 'count': '0'}",2,0,0,"['PT30M', 'PT1H', 'P1DT1H40M']",12,412,119
Pumpkin Ice Cream,"""Easy to make for Thanksgiving.  This recipe has a vanilla wafer layer in it, but you can substitute gingersnaps.  Delicious.""","{'value': '4.57', 'count': '38'}",52,38,2,"['PT20M', 'PT1H']",18,269,120
Dutch Bokkenpootjes - Goat's Feet,"""Delicious traditional Dutch almond meringue cookies filled with butter icing and dipped in chocolate.""","{'value': '3.71', 'count': '5'}",5,5,3,"['PT40M', 'PT15M', 'PT2H25M']",12,452,121
Lemon Cake,"""This is a wonderful easy recipe that is truly delicious. Lemon sheet cake with a cool lemony cream topping. Everyone who has tried it absolutely loves it.""","{'value': '4.41', 'count': '330'}",512,330,47,"['PT15M', 'PT28M', 'PT43M']",20,159,122
Cranberry Whip,"""Tart at first bite, but then you can't get enough! Wonderfully festive. Great way to use fresh cranberries. Sort of like a waldorf salad but better!""","{'value': '4.25', 'count': '10'}",18,10,3,"['PT30M', 'PT8H30M']",12,395,123
German Chocolate Snacking Bars,"""This bar is chocolate with coconut and nuts.""","{'value': '4.00', 'count': '4'}",6,4,0,[],18,243,124
Italian Cheesecake II,"""This is a sweet, moist chocolate chip cheesecake with a hint of citrus and anise flavors.  It is made with Ricotta cheese instead of cream cheese.  This dessert has been an Easter tradition in my family since before my father was born.  The recipe makes a lot, but it can easily be cut in half for smaller groups. Sprinkle additional chocolate chips on top of the cheesecakes before baking if desired.""","{'value': '4.17', 'count': '5'}",7,5,1,"['PT25M', 'PT50M', 'PT4H15M']",48,311,125
Party Bark,"""Caution! Party bark is addictive. You can change the recipe up in many ways, but it's basically party mix covered in white chocolate bark. Makes a great gift.""","{'value': '5.00', 'count': '1'}",0,1,1,"['PT10M', 'PT1M', 'PT21M']",28,227,126
Creamy Pumpkin Pie,"""This is my grandmother's pie recipe and is excellent for fresh pumpkin. I cut my pumpkins and bake them for an hour or so, depending on the size of the pumpkin,  and them mash them through an old colander that has a pestle with it.  Also passed down from my grandmother. I freeze 4 cups of processed pumpkin so that I always have the exact amount of pumpkin I need for a pie.""","{'value': '4.69', 'count': '154'}",226,154,18,"['PT10M', 'PT55M', 'PT1H5M']",8,319,127
Best Ever Chocolate Chip Cookies III,"""This is by far the best chocolate chip recipe I have found - everyone asks for the recipe. This is the traditional chocolate chip cookie - much like a better Mrs. Field's.""","{'value': '3.91', 'count': '203'}",369,203,40,"['PT20M', 'PT10M', 'PT30M']",42,173,128
Grammie's Raspberry Meringue Cookie Bars,"""Holiday cookie bar like no other.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT15M', 'PT40M', 'PT55M']",16,421,129
Microwave Sponge Pudding,"""A very simple microwave sponge pudding in less than 15 minutes with a texture between a sponge and a steamed pudding.  I often add 2 tablespoons of jam or syrup to the bottom of the final bowl. Serve hot with custard.""","{'value': '4.18', 'count': '28'}",39,28,4,"['PT10M', 'PT4M', 'PT14M']",4,227,130
Easy Key Lime Pie I,"""This is the 1999 American Pie Council 's National Pie Championship's first place winner in the Quick and Easy Category. Garnish each piece with a slice of lime and a dollop of whipped cream or whipped topping if you like.""","{'value': '4.66', 'count': '1156'}",1k,1k,106,"['PT20M', 'PT15M', 'PT35M']",8,324,131
Transparent Pie,"""This pie is very rich, and has been in our family for many years.""","{'value': '4.26', 'count': '18'}",24,18,3,[],8,364,132
Mom's Margarine Cake,"""I searched and searched for this recipe on the web.  Never did find it.  Luckily, I found a scrap of paper with the instructions scribbled on it!  This is the best cake!  Mom used to make it all the time as we were growing up.""","{'value': '4.55', 'count': '19'}",21,19,3,"['PT10M', 'PT1H', 'PT1H10M']",12,567,133
Pineapple Coconut Chess Pie,"""A delicious chess pie with the tropical flavors of pineapple and coconut.""","{'value': '4.41', 'count': '23'}",38,23,8,"['PT30M', 'PT1H', 'PT1H30M']",8,471,134
Raspberry Angel Cake,"""This raspberry cake makes a pretty dessert for any special occasion.""","{'value': '5.00', 'count': '4'}",14,4,2,"['PT20M', 'PT3H20M']",16,55,135
Calypso Bars,"""A chocolate date bar. My childhood memories of holidays included these bars from my mother's friend Bernie. Wonderfully rich.""","{'value': '4.25', 'count': '6'}",11,6,1,"['PT20M', 'PT35M', 'PT55M']",30,222,136
Taffy Apple Salad IV,"""This is a traditional recipe with pineapple, marshmallows, apples, peanuts and whipped topping.""","{'value': '4.44', 'count': '7'}",14,7,1,"['PT10M', 'PT15M', 'PT55M']",7,445,137
Butterfinger Chunkies,"""This is my family's favorite cookie recipe. The combination of chopped up Butterfingers and chunky peanut butter is soooooo good!""","{'value': '4.55', 'count': '120'}",150,120,49,[],12,477,138
Blue Ribbon Sugar Cookies,"""A light, crispy but tender sugar cookie loaded with flavor.  These cookies are especially requested at Christmas.  They're easy and definitely a crowd-pleaser.""","{'value': '4.56', 'count': '246'}",345,246,13,"['PT35M', 'PT25M', 'PT1H']",48,141,139
Gluten-Free Dense and Chewy Vegan Pumpkin Cookies,"""This is one of the best cookies I have ever had...the texture is divine and not a bit cakey!""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT32M', 'PT1H32M']",12,312,140
Honey Cookies,"""My mother-in-law gave me this recipe.""","{'value': '3.13', 'count': '22'}",28,22,3,[],60,73,141
Lemon Square Bars,"""Check out this recipe! It may be the one you are looking for.""","{'value': '4.42', 'count': '886'}",1k,886,73,"['PT20M', 'PT50M', 'PT1H10M']",24,208,142
Sweet Potato Brownies,"""These sweet potato brownies are tasty and loaded with health benefits.""","{'value': '4.67', 'count': '13'}",20,13,4,"['PT20M', 'PT30M', 'PT50M']",8,731,143
Slow Cooker Rice Pudding,"""Super easy rice pudding made in a Crock Pot®. Yummo!""","{'value': '4.51', 'count': '111'}",354,111,12,"['PT10M', 'PT2H45M', 'PT3H55M']",8,176,144
Sister Schubert's® Berry Cream Cheese Coffee Cake,"""A crumb crust & sweet filling will make it a great morning.""","{'value': '4.00', 'count': '1'}",1,1,1,"['PT25M', 'PT30M', 'PT55M']",10,255,145
Grandma's Sour Cream Pound Cake,"""This is a recipe the whole family loves. It's always a hit!""","{'value': '4.58', 'count': '221'}",434,221,33,"['PT30M', 'PT1H20M', 'PT2H']",16,494,146
Chocolate Chip Peanut Butter Blondies,"""A great blondie recipe using tub margarine and no brown sugar.""","{'value': '4.45', 'count': '46'}",84,46,7,"['PT6M', 'PT12M', 'PT18M']",20,369,147
Santa's Chocolate Thumbprint Cookies,"""Thumbprint cookies filled with swirled chocolate, toffee bits and maraschino cherry halves.""","{'value': '4.19', 'count': '47'}",54,47,6,"['PT1H15M', 'PT8M', 'PT2H']",24,282,148
Baked Pineapple Side Dish,"""Baked pineapple is good with ham, as a side dish, or with ice cream for dessert.""","{'value': '4.70', 'count': '30'}",43,30,3,"['PT15M', 'PT45M', 'PT1H']",6,424,149
Chocolate Pecan Tassies,"""Tender pastry cups with a tasty chocolate pecan filling. You will need a mini muffin pan to make these. ""","{'value': '3.57', 'count': '7'}",8,7,2,"['PT15M', 'PT15M', 'PT30M']",36,86,150
Strawberry Kiwi Tartlets,"""Glazed strawberries in puff pastry shells, topped with kiwi sauce and home made whipped cream. I always see strawberry and kiwi paired together in drink mixes and candies. I wanted to make something that used the actual fruits together. This worked perfectly. Rave reviews!""","{'value': '4.41', 'count': '10'}",22,10,5,"['PT25M', 'PT30M', 'PT55M']",12,301,151
Paleo Cookie Butter Cheesecake Bites,"""These mini 'cheesecakes' are paleo, grain free, and gluten free. They're naturally sweetened and they have the tart creaminess of a cheesecake thanks to cashews, and the spicy sweetness of speculoos cookie butter.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT25M', 'PT5M', 'PT1H20M']",8,629,152
Peanut Butter Chocolate Chip Cookies III,"""Moist and chewy with the wonderful combination of chocolate and peanut butter.""","{'value': '4.24', 'count': '57'}",118,57,18,"['PT15M', 'PT15M', 'PT30M']",60,77,153
Pudding Cookies I,"""I got this recipe from my aunt.  It is a quick and easy cookie recipe using pudding--pick any flavor you like!""","{'value': '3.55', 'count': '29'}",43,29,4,[],24,69,154
Brandy's Blackberry Cobbler,"""The best cobbler in the world! Serve hot with ice cream or whipped cream. You can use any kind of berry in this recipe. I've even made a quadruple berry cobbler, with raspberries, blackberries, strawberries and blueberries....YUMMY!""","{'value': '4.64', 'count': '47'}",114,47,22,"['PT20M', 'PT30M', 'PT50M']",8,434,155
Rocky Road Popcorn Balls,"""I made these fun treats for my boys and am now making them for the grandkids. Great anytime of the year, but especially good at Halloween for trick-or-treaters.  A combination of rocky road candy and sweet popcorn, rolled into a ball.""","{'value': '4.68', 'count': '20'}",89,20,4,"['PT20M', 'PT5M', 'PT25M']",16,144,156
Cinnamon Bun Pecan Pie,"""I absolutely love this recipe! Great for family gatherings or holidays!""","{'value': '5.00', 'count': '1'}",10,1,2,"['PT15M', 'PT40M', 'PT1H30M']",10,591,157
Giant Heart-Shaped Pan Cookie,"""This recipe is perfect for those heart-shaped baking pans you always see in the Valentine section of the supermarket or discount department store. The amount of batter is roughly half of the normal bar cookie recipes. Pink, red, and white M&M's® make it sweetheart-special, but you can always use regular M&M's® or your favorite chocolate chips. Wrap the cooled cookie in plastic or return to pan for serving.""","{'value': '2.00', 'count': '1'}",3,1,1,"['PT20M', 'PT18M', 'PT48M']",6,494,158
Cookies-and-Cream Truffles,"""Cream cheese and chocolate are a perfect combo for melt-in-your-mouth truffles. Adding a little shortening to the chocolate as it melts makes the chocolate more fluid and easier to use for coating. It also makes the chocolate a little shinier once it has set. Transfer truffles to individual paper cups or mini muffin liners inside an airtight container and store in refrigerator up to 2 weeks.""","{'value': '5.00', 'count': '9'}",15,9,4,"['PT20M', 'PT5M', 'PT1H25M']",42,119,159
Almond Ice,"""This refreshing fruit salad recipe with a wonderful twist comes from Hawaii.  It's a conversation piece as well...great for parties and potlucks.  The Almond Ice will have everyone guessing why these 'ice cubes' don't melt!!  Hint: Avoid citrus fruits so the gelatin remains firm.""","{'value': '4.10', 'count': '5'}",8,5,2,"['PT15M', 'PT4H15M']",20,71,160
Mini Cheesecakes,"""These aren't done with graham wafers, but with vanilla wafer cookies. They are fast, easy and excellent! Top with your favorite fruit pie filling.""","{'value': '4.63', 'count': '390'}",869,390,99,"['PT25M', 'PT15M', 'PT1H40M']",12,271,161
Carrot Spice Pie,"""This carrot based pie is great to serve on Thanksgiving.""","{'value': '3.00', 'count': '2'}",2,2,0,[],8,328,162
Caramel Crispy Treats II,"""This is the BEST gooey crispy rice treat ever. I make it for pot lucks, and I always take the recipe with me.  A change from the marshmallow bars!""","{'value': '4.37', 'count': '87'}",97,87,4,"['PT30M', 'PT1H30M']",32,108,163
Too Much Chocolate Cake,"""This cake won me First Prize at the county fair last year. It is very chocolaty.""","{'value': '4.79', 'count': '5514'}",10k,5k,1k,[],12,600,164
Cherry Fruitcake Cookies,"""This recipe has been in our family for years.  We prefer to use just cherries for the fruit but I am sure you could use any candied fruit.""","{'value': '0.00', 'count': '0'}",1,0,0,"['PT20M', 'PT15M', 'PT35M']",60,193,165
Cracked Sugar Cookies,"""This is a family favorite sugar cookie recipe handed down to me from my mom. When my husband was deployed to Iraq, he was always excited to receive a box of these in the mail. I always make sure to watch these closely and take them out of the oven before they brown. If they brown, they will end up too hard and crunchy.""","{'value': '4.56', 'count': '10'}",15,10,3,"['PT20M', 'PT15M', 'PT35M']",36,128,166
Blueberry Yogurt Pound Cake,"""This recipe turns a boxed cake mix into a scrumptiously moist low-fat coffee cake or dessert.""","{'value': '4.50', 'count': '15'}",27,15,3,"['PT15M', 'PT55M', 'PT2H10M']",12,305,167
Mango Coconut Chia Pudding,"""This makes the perfect breakfast or midday snack. Move over, silly little chia pets, chia seeds are loaded with nutrients and meant to be eaten!""","{'value': '4.67', 'count': '2'}",11,2,2,"['PT10M', 'PT1H10M']",2,210,168
Best Ever Cheese Fudge,"""Processed cheese food makes this the creamiest fudge ever.""","{'value': '4.13', 'count': '36'}",48,36,1,[],48,251,169
Old German-Polish Recipe for Lebkuchen (Christmas Cookies),"""This is a family recipe that I received from my mother-in-law. They were German-Polish farmers in the early 1900s on the eastern Germany-Poland border. This is a chewy, honey-based Christmas cookie. Melt dark chocolate and apply a thin coat to the cookie (as an extra treat)!""","{'value': '0.00', 'count': '0'}",1,0,0,"['PT20M', 'PT15M', 'P1DT46M']",20,295,170
