recipe,seq,step
28,9,"Serve 3 shortcakes on each plate, with a few teaspoons each of the lemon and goat’s curds. Spoon over a little marmalade and serve as if a treat from Granny."
29,0,"Snap the chocolate into pieces, then place in a heavy-based saucepan with the milk. "
29,1,"Heat gently, stirring, until smooth, then remove from the heat to cool slightly. "
29,2,"Beat the sugar and egg yolks in a bowl until pale and thick. Stir in the cooled chocolate milk, then strain back into the pan. "
29,3,"Cook the custard over a gentle heat, stirring all the time, until it thickens and coats the back of a wooden spoon. Don’t allow the mixture boil or it will curdle. "
29,4,"Pour into a bowl and leave to cool, stirring occasionally. "
29,5,"Once cooled, whip the cream into soft peaks, and fold through the chocolate mixture."
29,6,"Churn in an ice cream machine, according to the manufacturer’s instructions, until it’s frozen."
30,0,Heat the oven 180ºC/gas 4. Line 2 large baking trays with baking paper. 
30,1,"Weigh out all the dry ingredients and very roughly chop the chocolate, pistachios and cranberries into chunks."
30,2,"Put the flour, cocoa, sugar, half of the chocolate, baking powder and ½ teaspoon of sea salt into a food processor. Pulse until the mixture resembles fine crumbs. "
30,3,Beat together and add the eggs and vanilla and pulse until the dough just comes together. 
30,4,"Tip onto a floured surface, add the pistachios and cranberries and work the dough to a ball."
30,5,Divide the dough into 2 pieces and shape each piece into a log approximately 3cm x 30cm. 
30,6,"Carefully transfer the dough logs onto one of the baking trays and bake for 25 minutes, until hard on the outside but not all the way through – this will allow you to slice the biscotti without the log crumbling. Leave to cool in the tin."
30,7,"With a serrated knife, cut the biscotti diagonally into 1.5cm-thick slices. Arrange the slices on the baking sheets and bake for 15 to 20 minutes, until firm. The biscuits may still seem a little soft but they will firm up as they cool. "
30,8,Melt the remaining chocolate in a bowl over a pan of gently simmering water. Drizzle it over the biscotti and leave for about 20 minutes to set. These will keep in an airtight container for a few days.
31,0,"For the pastry, use a food processor (or mixing bowl and wooden spoon, if you’re feeling energetic) to cream the butter and sugar together. "
31,1,"Score the vanilla pod lengthways and scrape in the seeds. Grate in the orange zest, pulse in the flour, egg yolks and a pinch of salt, then add little splashes of milk until it forms a ball. Wrap in clingfilm and chill for an hour. "
31,2,"Roll out the pastry on a floured surface to line a greased, loose-bottomed 27cm-diameter, 2.5cm-deep tart tin. Push the pastry into the sides, prick with a fork, line with 4 pieces of clingfilm, then fill with rice or dried beans. Chill the tart case for 1 to 2 hours. "
31,3,"Meanwhile, preheat the oven to 180°C/350°F/gas 4. Bake the tart case (clingfilm and rice in place) for 10 minutes, then remove the clingfilm and rice, and cook for another 5 minutes. Remove and turn the oven down to 170°C/325°F/gas 3. "
31,4,Melt the chocolate in a bowl over a pan of simmering water. 
31,5,"Smash the cardamom pods and heat the milk, cream and cardamom in a pan, then remove from the heat and infuse for 10 minutes. "
31,6,"Beat the sugar and egg yolk with a pinch of salt, then stir into chocolate. Stirring all the while, add the milk by straining it through a sieve, discarding the cardamom. "
31,7,Pour the chocolate mixture into the tart case and scatter over the raspberries. Bake for about 25 minutes – the tart should still be wobbly in the middle. 
31,8,"Remove from the oven, leave to cool, then chill in the fridge before dusting with icing sugar and serving with crème fraîche, or simply with more berries."
32,0,"Peel, core and quarter the apples, then thinly slice and place into a bowl. Pour over the armagnac, cover and refrigerate overnight."
32,1,"Preheat the oven to 190ºC/375ºF/gas 5. Melt the butter, then use a little to brush a loose-based 25cm round flan tin. "
32,2,"Brush a sheet of pastry with the butter and lay it over the bottom of the tin, draping the excess over the sides."
32,3,"Sprinkle over ½ teaspoon of sugar. Brush a second pastry sheet with butter and lay it at right angles to the first, then sprinkle with sugar. "
32,4,"Repeat the process with more pastry sheets, laying each sheet diagonally, until you have 4 pastry sheets left."
32,5,"Drain the apple slices, but not too thoroughly as the armagnac flavour is so good, then mix them in a bowl with the remaining sugar and the vanilla. Grate in the lemon zest, then pick and finely chop a few rosemary leaves and stir into the mixture. "
32,6,Pile the apple slices into the flan tin and spread them out evenly.
32,7,"Brush the remaining pastry sheets with butter and sprinkle with sugar, as before, then drape over the apples, butter-side down, with each sheet at right angles to the one before it. "
32,8,"Draw the overhanging ends lightly over the top of the pie and arrange them so they stick up as much as possible, like crumpled tissue paper. They should completely cover the top of the pie, forming a light and airy crust. Brush lightly with butter."
32,9,"Bake for 20 minutes, or until golden, then very loosely cover with a sheet of tin foil. Cook for a further 20 to 25 minutes, or until golden and bubbling. "
32,10,"Allow it to cool slightly in the tin before transferring to a serving plate. If you feel nervous about doing this, serve it from the flan tin."
33,0,"Place a pan over a low heat, and add the sugar and 100ml water. Stir until the sugar has dissolved, then pour into a jug."
33,1,"Squeeze in the clementine and lemon juice into the jug, then add the pomegranate juice and chill in the fridge. When cold, pour into a shallow container and place in the freezer. "
33,2,"When ice crystals have formed around the edges, whisk it and return to the freezer. Repeat 4 times until you have a smooth sorbet. Or, freeze the mixture until solid, then blitz in a food processor and return to the freezer until ready to serve."
34,0,"Preheat the oven to 160°C/320°F/gas 2½. Grease a 20cm springform tin, line the bottom and sides with greaseproof paper and grease again. "
34,1,"Beat the butter and sugar in a large bowl until light and creamy – don’t worry if it looks gritty, as the sugar will dissolve when it’s cooked. Beat in the eggs, one by one, then stir in the vanilla essence. "
34,2,"In a small bowl, combine the ground almonds, polenta, orange zest, orange blossom water and baking powder, then stir this into the cake mix. "
34,3,"Pour the mixture into the tin and bake for 40 to 50 minutes, or until the surface is light brown and the cake is coming away slightly from the sides of the tin."
34,4,"Remove the tin from the oven, leave to cool for 10 minutes, then turn it out onto a plate. This cake will be quite fragile, so handle carefully as you remove it."
34,5,"To make the syrup, crush the cardamom pods, then put all of the ingredients in a saucepan. Simmer over a medium-low heat for about 10 minutes, or until reduced and thickened slightly. Set aside to cool. "
34,6,"Prick the cake all over with a skewer, then brush generously with the syrup. Delicious served with a dollop of crème fraîche or yoghurt and an extra drizzle of syrup."
35,0,Preheat the oven to 180°C/350°F/gas 4 and grease a small ovenproof dish (23-25cm) with butter.
35,1,Mix the cocoa powder with a few tablespoons of boiling water and stir until the mixture is lovely and smooth.
35,2,"In another bowl or a food mixer, beat the butter and sugar together until fluffy and light, then add the cocoa mixture, egg, flour and baking powder. Mix it all together really well and pour into your ovenproof dish."
35,3,"Drain the cherries, chop the hazelnuts and sprinkle both on top before putting the dish in the oven for about 25 minutes."
35,4,"While your cake is baking, make your chocolate sauce. Place the butter in a small pan with the cream and bring to the boil. Turn off the heat, break the chocolate into small pieces and add to the pan. "
